label,book1,author1,book2,author2,id
0,an almost-serial protocol for transaction execution in main-memory database systems,"stephen blott , henry f. korth",a non-uniform data fragmentation strategy for parallel main-menory database systems,"n. bassiliades , ioannis p. vlahavas",984_1448
0,materialized view selection for multidimensional datasets,"jeffrey f. naughton , amit shukla , prasad deshpande",automated selection of materialized views and indexes in sql databases,"sanjay agrawal , surajit chaudhuri , vivek r. narasayya",829_873
0,similarity search in high dimensions via hashing,"rajeev motwani , aristides gionis , piotr indyk",s3 : similarity search in cad database systems,"stefan berchtold , hans-peter kriegel",568_1870
0,database systems management and oracle8,c. gregory doherty,the ores temporal database management system,"babis theodoulidis , aziz ait-braham , george andrianopoulos , jayant chaudhary , george karvelis , simon sou",2486_1667
0,delaunay : a database visualization system,"kirby zhang , isabel f. cruz , michael averbuch , wendy t. lucas , melissa radzyminski",databases and visualization,daniel a. keim,444_249
0,incremental data structures and algorithms for dynamic query interfaces,"ben shneiderman , richard beigel , egemen tanin",algorithms for querying by spatial structure,"dimitris papadias , nikos mamoulis , vasilis delis",1513_962
0,using quantitative information for efficient association rule generation,"márcio de carvalho , rodolfo f. resende , bruno pôssas , wagner meira jr.",mining quantitative association rules in large relational tables,"ramakrishnan srikant , rakesh agrawal",1173_1951
0,query rewriting for semistructured data,"vasilis vassalos , yannis papakonstantinou",query decomposition and view maintenance for query languages for unstructured data,dan suciu,932_1049
0,editor 's notes,ling liu,editorial,"peter apers , stefano ceri , richard snodgrass",1022_917
0,design and analysis of parametric query optimization algorithms,sumit ganguly,efficient and extensible algorithms for multi query optimization,"prasan roy , s. seshadri , s. sudarshan , siddhesh bhobe",1766_430
0,an overview of db2 parallel edition,"walter g. wilson , ambuj goyal , sriram padmanabhan , gilles fecteau , anant jhingran , chaitanya k. baru , hui-i hsiao",an overview of repository technology,"philip a. bernstein , umeshwar dayal",2500_2267
0,the araneus web-base management system,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni",anatomy of a native xml base management system,"t. fiebig , s. helmer , c.-c . kanne , g. moerkotte , j. neumann , r. schiele , t. westmann",742_1233
0,progressive approximate aggregate queries with a multi-resolution tree structure,"iosif lazaridis , sharad mehrotra",surfing wavelets on streams : one-pass summaries for approximate aggregate queries,"anna c. gilbert , yannis kotidis , s. muthukrishnan , martin strauss",1064_1282
0,fast algorithms for mining association rules in large databases,"ramakrishnan srikant , rakesh agrawal",scalable parallel data mining for association rules,"eui-hong han , george karypis , vipin kumar",234_1812
0,efficient structural joins on indexed xml documents,"zografoula vagena , shu-yao chien , vassilis j. tsotras , carlo zaniolo , donghui zhang",efficient index structures for string databases,"tamer kahveci , ambuj k. singh",2161_1408
0,exploiting constraint-like data characterizations in query optimization,"jarek gryz , calisto zuzarte , parke godfrey",open issues in parallel query optimization,"waqar hasan , daniela florescu , patrick valduriez",205_1878
0,report on the 5th international workshop on the design and management of data warehouses ( dmdw ' 03 ),"manfred a. jeusfeld , hans-joachim lenz , panos vassiliadis , martin staudt",workshop report : the first international workshop on active and real-time database systems ( artdb-95 ),"mikael berndtsson , j &#246; rgen hansson",1066_382
1,resource scheduling in enhanced pay-per-view continuous media databases,"banu özden , minos n. garofalakis , abraham silberschatz",resource scheduling in enhanced pay-per-view continuous media databases,"minos n. garofalakis , banu &#214; zden , abraham silberschatz",124_1064
0,the tpr * - tree : an optimized spatio-temporal access method for predictive queries,"dimitris papadias , jimeng sun , yufei tao",time-parameterized queries in spatio-temporal databases,"yufei tao , dimitris papadias",200_685
0,the design and performance evaluation of alternative xml storage strategies,"david j. dewitt , jianjun chen , chun zhang , feng tian",performance evaluation of a new distributed deadlock detection algorithm,"chim-fu yeung , sheung-lun hung , kam-yiu lam",706_1687
0,odefs : a file system interface to an object-oriented database,"narain h. gehani , william d. roome , h. v. jagadish",a cost model for clustered object-oriented databases,"georges gardarin , jean-robert gruser , zhao-hui tang",2183_1479
0,finding intensional knowledge of distance-based outliers,"raymond t. ng , edwin m. knorr",distance-based outliers : algorithms and applications,"edwin m. knorr , raymond t. ng , vladimir tucakov",1457_1226
0,dynamic pipeline scheduling for improving interactive query performance,"tolga urhan , michael j. franklin",online dynamic reordering for interactive data processing,"vijayshankar raman , bhaskaran raman , joseph m. hellerstein",1842_847
0,reminiscences on influential papers,"jun rao , kenneth a. ross , johannes gehrke",reminiscences on influential papers,kenneth a. ross,653_551
0,research perspectives for time series management systems,"duri schmidt , angelika kotz dittrich , werner dreyer",data grid management systems,"arun jagatheesan , arcot rajasekar",1024_2250
0,approximate frequency counts over data streams,"rajeev motwani , gurmeet singh manku",approximate join processing over data streams,"abhinandan das , johannes gehrke , mirek riedewald",1101_2078
0,free parallel data mining,"bin li , dennis shasha",sprint : a scalable parallel classifier for data mining,"john c. shafer , rakesh agrawal , manish mehta",24_1132
0,a general techniques for querying xml documents using a relational database system,"stratis viglas , eugene j. shekita , rajasekar krishnamurthy , jayavel shanmugasundaram , jeffrey f. naughton , jerry kiernan , igor tatarinov",the structured information manager : a database system for sgml documents,ron sacks-davis,2561_1123
0,hierarchical compact cube for range-max queries,"hua-gang li , sin yeung lee , tok wang ling",hierarchical prefix cubes for range-sum queries,"chee yong chan , yannis e. ioannidis",441_799
0,query optimization in compressed database systems,"zhiyuan chen , flip korn , johannes gehrke",coloring away communication in parallel query optimization,"waqar hasan , rajeev motwani",1892_1442
0,applying database visualization to the world wide web,"alberto o. mendelzon , dimitra vista , masum z. hasan",delaunay : a database visualization system,"isabel f. cruz , m. averbuch , wendy t. lucas , melissa radzyminski , kirby zhang",635_1854
1,congressional samples for approximate answering of group-by queries,"viswanath poosala , swarup acharya , phillip b. gibbons",congressional samples for approximate answering of group-by queries,"swarup acharya , phillip b. gibbons , viswanath poosala",1409_443
0,dynamat : a dynamic view management system for data warehouses,"nick roussopoulos , yannis kotidis",efficient view maintenance at data warehouses,"d. agrawal , a. el abbadi , a. singh , t. yurek",799_1825
1,how system 11 sql server became fast,t. k. rengarajan,how system 11 sql server became fast,t. k. rengarajan,641_1043
0,the mentor workbench for enterprise-wide workflow management,"jeanine weißenfels , dirk wodtke , angelika kotz dittrich , gerhard weikum , peter muth",agflow : agent-based cross-enterprise workflow management system,"liangzhao zeng , boualem benatallah , phuong nguyen , anne h. h. ngu",512_1396
0,visdb : a system for visualizing large databases,"hans-peter kriegel , daniel a. keim",the merge/purge problem for large databases,"mauricio a. hern &#225; ndez , salvatore j. stolfo",2270_1588
0,index configuration in object-oriented databases,elisa bertino,observations on the odmg-93 proposal for an object-oriented database language,won kim,644_1307
0,epsilon grid order : an algorithm for the similarity join on massive high-dimensional data,"florian krebs , christian böhm , bernhard braunmüller , hans-peter kriegel",the x-tree : an index structure for high-dimensional data,"stefan berchtold , daniel a. keim , hans-peter kriegel",1694_1044
0,schemasql - a language for interoperability in relational multi-database systems,"fereidoon sadri , laks v. s. lakshmanan , iyer n. subramanian",formal query languages for secure relational databases,"marianne winslett , kenneth smith , xiaolei qian",766_1649
0,optimizing multidimensional index trees for main memory access,"sang kyun cha , keunjoo kwon , kihong kim",on effective multi-dimensional indexing for strings,"h. v. jagadish , nick koudas , divesh srivastava",354_419
